id_mutation,date_mutation,nature_mutation,valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude,prix_au_m2
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,91.0,4,10000.0,5.912438,43.155544,373626.37
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,91.0,4,10000.0,5.912438,43.155544,373626.37
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,91.0,4,10000.0,5.912438,43.155544,373626.37
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,91.0,4,10000.0,5.912438,43.155544,373626.37
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,10000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,10000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,10000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,10000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,10000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,10000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,10000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,10000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,10000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,10000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,10000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,10000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,10000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,10000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,10000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,10000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,30000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,30000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,30000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,30000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,30000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,30000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,30000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,30000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,30000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,91.0,4,30000.0,5.912438,43.155544,373626.37
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,91.0,4,30000.0,5.912438,43.155544,373626.37
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,30000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,30000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,30000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,30000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,30000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,30000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,10000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,10000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,10000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,10000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,10000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,10000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,10000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,10000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,84.0,4,10000.0,5.912438,43.155544,404761.9
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,10000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,91.0,4,30000.0,5.912438,43.155544,373626.37
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,91.0,4,30000.0,5.912438,43.155544,373626.37
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,91.0,4,30000.0,5.912438,43.155544,373626.37
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,91.0,4,30000.0,5.912438,43.155544,373626.37
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,30000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,87.0,4,30000.0,5.912438,43.155544,390804.6
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,98.0,5,30000.0,5.912438,43.155544,346938.78
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,97.0,5,30000.0,5.912438,43.155544,350515.46
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,96.0,5,30000.0,5.912438,43.155544,354166.67
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Maison,111.0,6,30000.0,5.912438,43.155544,306306.31
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
2024-1022131,20/12/2024,Vente,34000000.0,83200,Toulon,Appartement,85.0,4,30000.0,5.912438,43.155544,400000.0
