id_mutation,date_mutation,nature_mutation,valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude,prix_au_m2
2025-418795,06/05/2025,Vente,388300.0,83000,Toulon,Appartement,63.0,3,,5.976117,43.113392,6163.49
2025-418706,06/05/2025,Vente,406182.16,83200,Toulon,Maison,96.0,4,232.0,5.900296,43.137613,4231.06
2024-1014118,06/06/2024,Vente,62000.0,83000,Toulon,Appartement,25.0,2,,5.933946,43.122891,2480.0
2024-1014075,06/06/2024,Vente,90000.0,83000,Toulon,Appartement,35.0,1,,5.934725,43.120312,2571.43
2024-1014153,06/06/2024,Vente,91000.0,83200,Toulon,Appartement,63.0,3,,5.896866,43.127138,1444.44
2024-1014153,06/06/2024,Vente,91000.0,83200,Toulon,Appartement,77.0,4,,5.896866,43.127138,1181.82
2024-1013746,06/06/2024,Vente,125000.0,83000,Toulon,Appartement,49.0,2,,5.929491,43.131605,2551.02
2024-1014163,06/06/2024,Vente,212000.0,83000,Toulon,Appartement,81.0,4,,5.92862,43.132193,2617.28
2024-1016306,06/06/2024,Vente,230000.0,83000,Toulon,Appartement,66.0,4,,5.9407,43.108823,3484.85
2024-1014691,06/06/2024,Vente,275500.0,83000,Toulon,Appartement,61.0,3,,5.93629,43.109487,4516.39
2024-1014188,06/06/2024,Vente,300000.0,83000,Toulon,Appartement,76.0,3,,5.934155,43.125501,3947.37
2024-1013997,06/06/2024,Vente,398500.0,83100,Toulon,Maison,110.0,4,305.0,5.977387,43.136585,3622.73
2025-419736,06/06/2025,Vente,71000.0,83200,Toulon,Appartement,70.0,4,,5.912669,43.133946,1014.29
2025-419736,06/06/2025,Vente,71000.0,83200,Toulon,Appartement,70.0,4,,5.912669,43.133946,1014.29
2025-419386,06/06/2025,Vente,110000.0,83000,Toulon,Appartement,42.0,1,,5.923828,43.126926,2619.05
2025-419468,06/06/2025,Vente,138700.0,83000,Toulon,Appartement,53.0,3,,5.928694,43.129541,2616.98
2025-419468,06/06/2025,Vente,138700.0,83000,Toulon,Appartement,66.0,4,,5.928694,43.129541,2101.52
2025-419885,06/06/2025,Vente,150000.0,83000,Toulon,Appartement,43.0,2,,5.934776,43.11236,3488.37
2025-419396,06/06/2025,Vente,155000.0,83200,Toulon,Appartement,66.0,4,,5.901429,43.13273,2348.48
2025-419938,06/06/2025,Vente,219000.0,83100,Toulon,Appartement,85.0,4,,5.982516,43.125691,2576.47
2025-419553,06/06/2025,Vente,413000.0,83200,Toulon,Maison,94.0,4,608.0,5.890925,43.149109,4393.62
2025-419356,06/06/2025,Vente,489700.0,83100,Toulon,Maison,96.0,3,380.0,5.961414,43.127982,5101.04
2025-419869,06/06/2025,Vente,520300.0,83000,Toulon,Appartement,110.0,5,,5.927845,43.131822,4730.0
2024-1016338,06/08/2024,Vente,22000.0,83000,Toulon,Appartement,30.0,1,,5.928552,43.127423,733.33
2024-1016866,06/08/2024,Vente,91000.0,83100,Toulon,Appartement,56.0,2,,5.956114,43.122803,1625.0
2024-1016642,06/08/2024,Vente,100000.0,83100,Toulon,Appartement,72.0,3,,5.962273,43.124592,1388.89
2024-1016696,06/08/2024,Vente,142000.0,83200,Toulon,Appartement,62.0,3,,5.892712,43.133408,2290.32
2024-1016652,06/08/2024,Vente,248000.0,83200,Toulon,Appartement,110.0,4,,5.9123,43.151922,2254.55
2024-1017041,06/08/2024,Vente,250000.0,83100,Toulon,Appartement,68.0,3,,5.980816,43.129856,3676.47
2024-1017546,06/09/2024,Vente,53437.5,83000,Toulon,Appartement,70.0,4,,5.943632,43.125805,763.39
2024-1017511,06/09/2024,Vente,70000.0,83100,Toulon,Appartement,28.0,2,,5.958076,43.126108,2500.0
2024-1017508,06/09/2024,Vente,93400.0,83200,Toulon,Appartement,40.0,2,,5.916812,43.134348,2335.0
2024-1017518,06/09/2024,Vente,94000.0,83000,Toulon,Appartement,40.0,1,,5.924734,43.127405,2350.0
2024-1017886,06/09/2024,Vente,105000.0,83000,Toulon,Appartement,35.0,2,,5.932478,43.107972,3000.0
2024-1017449,06/09/2024,Vente,125000.0,83000,Toulon,Appartement,73.0,4,,5.923295,43.129016,1712.33
2024-1017780,06/09/2024,Vente,131100.0,83000,Toulon,Appartement,24.0,1,,5.937976,43.108699,5462.5
2024-1017785,06/09/2024,Vente,145000.0,83100,Toulon,Appartement,55.0,3,,5.966494,43.130377,2636.36
2024-1017953,06/09/2024,Vente,145000.0,83100,Toulon,Appartement,61.0,3,,5.972765,43.12319,2377.05
2024-1017550,06/09/2024,Vente,152000.0,83100,Toulon,Appartement,56.0,3,,5.952565,43.12367,2714.29
2024-1018475,06/09/2024,Vente,159000.0,83100,Toulon,Appartement,57.0,3,,5.948938,43.121258,2789.47
2024-1017440,06/09/2024,Vente,230000.0,83000,Toulon,Appartement,70.0,3,,5.933058,43.107746,3285.71
2024-1017615,06/09/2024,Vente,255000.0,83200,Toulon,Appartement,30.0,2,220.0,5.90624,43.1317,8500.0
2024-1017615,06/09/2024,Vente,255000.0,83200,Toulon,Appartement,63.0,2,220.0,5.90624,43.1317,4047.62
2024-1017615,06/09/2024,Vente,255000.0,83200,Toulon,Appartement,30.0,2,285.0,5.90624,43.1317,8500.0
2024-1017615,06/09/2024,Vente,255000.0,83200,Toulon,Appartement,63.0,2,285.0,5.90624,43.1317,4047.62
2024-1017585,06/09/2024,Vente,470000.0,83200,Toulon,Appartement,50.0,3,510.0,5.894168,43.140247,9400.0
2024-1017585,06/09/2024,Vente,470000.0,83200,Toulon,Appartement,35.0,2,510.0,5.894168,43.140247,13428.57
2024-1017585,06/09/2024,Vente,470000.0,83200,Toulon,Appartement,50.0,3,510.0,5.894168,43.140247,9400.0
2024-1017585,06/09/2024,Vente,470000.0,83200,Toulon,Appartement,35.0,2,510.0,5.894168,43.140247,13428.57
2024-1017585,06/09/2024,Vente,470000.0,83200,Toulon,Appartement,50.0,3,510.0,5.894168,43.140247,9400.0
2024-1017585,06/09/2024,Vente,470000.0,83200,Toulon,Appartement,35.0,2,510.0,5.894168,43.140247,13428.57
2024-1020659,06/11/2024,Vente,45945.0,83000,Toulon,Appartement,90.0,4,,5.926504,43.130172,510.5
2024-1020477,06/11/2024,Vente,120000.0,83200,Toulon,Maison,60.0,4,,5.901239,43.141095,2000.0
2024-1020184,06/11/2024,Vente,160000.0,83000,Toulon,Appartement,74.0,2,,5.923828,43.126926,2162.16
2024-1019998,06/11/2024,Vente,174250.0,83100,Toulon,Appartement,78.0,4,,5.981136,43.120218,2233.97
2024-1021034,06/12/2024,Vente,81000.0,83000,Toulon,Appartement,20.0,1,,5.948269,43.125201,4050.0
2024-1021109,06/12/2024,Vente,85000.0,83000,Toulon,Appartement,40.0,2,,5.941266,43.1218,2125.0
2024-1020970,06/12/2024,Vente,135000.0,83100,Toulon,Appartement,62.0,4,,5.958167,43.125857,2177.42
2024-1021709,06/12/2024,Vente,160000.0,83000,Toulon,Appartement,28.0,1,,5.942043,43.113942,5714.29
2024-1021175,06/12/2024,Vente,215000.0,83100,Toulon,Appartement,83.0,4,,5.949451,43.121898,2590.36
2024-1021450,06/12/2024,Vente,259000.0,83200,Toulon,Appartement,50.0,3,,5.935521,43.136549,5180.0
2024-1021503,06/12/2024,Vente,775000.0,83000,Toulon,Appartement,79.0,3,,5.954408,43.109683,9810.13
2025-414311,07/01/2025,Vente,70000.0,83000,Toulon,Appartement,39.0,1,,5.932678,43.122034,1794.87
2025-414311,07/01/2025,Vente,70000.0,83000,Toulon,Appartement,23.0,1,,5.932678,43.122034,3043.48
2025-414311,07/01/2025,Vente,70000.0,83000,Toulon,Appartement,42.0,1,,5.932678,43.122034,1666.67
2025-414208,07/01/2025,Vente,81000.0,83000,Toulon,Appartement,32.0,2,,5.933718,43.120315,2531.25
2025-414160,07/01/2025,Vente,85000.0,83000,Toulon,Appartement,44.0,2,,5.943632,43.125805,1931.82
2025-413957,07/01/2025,Vente,110000.0,83000,Toulon,Appartement,42.0,2,,5.930987,43.121674,2619.05
2025-414446,07/01/2025,Vente,120000.0,83200,Toulon,Appartement,67.0,4,,5.90541,43.12891,1791.04
2025-414042,07/01/2025,Vente,140000.0,83200,Toulon,Appartement,69.0,2,,5.899353,43.143223,2028.99
2025-414055,07/01/2025,Vente,142000.0,83000,Toulon,Appartement,55.0,2,,5.929514,43.122706,2581.82
2025-414654,07/01/2025,Vente,162000.0,83100,Toulon,Appartement,39.0,2,,5.976934,43.121877,4153.85
2025-414018,07/01/2025,Vente,260000.0,83100,Toulon,Maison,76.0,3,571.0,5.966743,43.12638,3421.05
2024-1009993,07/02/2024,Vente,64000.0,83200,Toulon,Appartement,28.0,1,,5.910095,43.12998,2285.71
2024-1010556,07/02/2024,Vente,74000.0,83000,Toulon,Appartement,46.0,3,,5.942325,43.122695,1608.7
2024-1010393,07/02/2024,Vente,92000.0,83000,Toulon,Appartement,54.0,3,,5.948391,43.119273,1703.7
2024-1010349,07/02/2024,Vente,107500.0,83100,Toulon,Appartement,50.0,3,,5.958167,43.125857,2150.0
2024-1010430,07/02/2024,Vente,182000.0,83200,Toulon,Appartement,62.0,3,,5.887545,43.138559,2935.48
2024-1010076,07/02/2024,Vente,199000.0,83000,Toulon,Appartement,60.0,4,,5.981265,43.116282,3316.67
2025-415721,07/02/2025,Vente,70000.0,83100,Toulon,Appartement,40.0,2,,5.950651,43.124613,1750.0
2025-415311,07/02/2025,Vente,87000.0,83200,Toulon,Appartement,45.0,2,,5.916466,43.135293,1933.33
2025-415042,07/02/2025,Vente,105000.0,83100,Toulon,Appartement,65.0,4,,5.953777,43.121637,1615.38
2025-415728,07/02/2025,Vente,110000.0,83000,Toulon,Appartement,22.0,1,,5.96207,43.110813,5000.0
2025-415390,07/02/2025,Vente,115000.0,83000,Toulon,Appartement,48.0,3,,5.925909,43.131406,2395.83
2025-415411,07/02/2025,Vente,124000.0,83100,Toulon,Appartement,67.0,4,,5.962273,43.124592,1850.75
2025-415693,07/02/2025,Vente,220000.0,83000,Toulon,Appartement,80.0,4,,5.942627,43.116786,2750.0
2025-415360,07/02/2025,Vente,239900.0,83200,Toulon,Maison,66.0,3,266.0,5.906876,43.136885,3634.85
2025-415032,07/02/2025,Vente,243000.0,83000,Toulon,Appartement,120.0,5,,5.932641,43.125799,2025.0
2025-415415,07/02/2025,Vente,245000.0,83000,Toulon,Appartement,60.0,3,,5.938156,43.109464,4083.33
2025-414934,07/02/2025,Vente,251000.0,83000,Toulon,Appartement,76.0,5,,5.934185,43.109355,3302.63
2025-415023,07/02/2025,Vente,263000.0,83000,Toulon,Appartement,95.0,5,,5.932951,43.110825,2768.42
2025-417775,07/02/2025,Echange,270000.0,83200,Toulon,Appartement,80.0,4,,5.90198,43.141228,3375.0
2025-414748,07/02/2025,Vente,285000.0,83100,Toulon,Maison,60.0,3,448.0,5.96622,43.127598,4750.0
2025-415463,07/02/2025,Vente,285000.0,83200,Toulon,Maison,50.0,2,287.0,5.907224,43.136616,5700.0
2025-417776,07/02/2025,Echange,390000.0,83200,Toulon,Appartement,67.0,3,,5.90198,43.141228,5820.9
2025-415575,07/02/2025,Vente,425760.0,83100,Toulon,Maison,95.0,4,472.0,5.976422,43.133342,4481.68
2025-414886,07/02/2025,Vente,1576850.0,83000,Toulon,Maison,140.0,6,634.0,5.952238,43.117095,11263.21
2024-1011553,07/03/2024,Vente,32000.0,83200,Toulon,Appartement,35.0,1,,5.90909,43.131009,914.29
2024-1011019,07/03/2024,Vente,116000.0,83000,Toulon,Appartement,86.0,4,,5.947124,43.122842,1348.84
2024-1011019,07/03/2024,Vente,116000.0,83000,Toulon,Appartement,43.0,2,,5.947124,43.122842,2697.67
2024-1010984,07/03/2024,Vente,119800.0,83100,Toulon,Appartement,68.0,4,,5.959089,43.124446,1761.76
2024-1011363,07/03/2024,Vente,130000.0,83200,Toulon,Appartement,64.0,3,250.0,5.891086,43.128233,2031.25
2024-1011363,07/03/2024,Vente,130000.0,83200,Toulon,Appartement,73.0,4,250.0,5.891086,43.128233,1780.82
2024-1011363,07/03/2024,Vente,130000.0,83200,Toulon,Appartement,58.0,3,250.0,5.891086,43.128233,2241.38
2024-1011527,07/03/2024,Vente,140000.0,83100,Toulon,Maison,102.0,4,455.0,5.949393,43.126542,1372.55
2024-1010851,07/03/2024,Vente,215000.0,83200,Toulon,Appartement,64.0,3,,5.904789,43.140205,3359.38
2024-1010772,07/03/2024,Vente,321000.0,83000,Toulon,Appartement,61.0,3,,5.946845,43.11449,5262.3
2024-1010957,07/03/2024,Vente,339000.0,83000,Toulon,Maison,50.0,3,428.0,5.955687,43.116941,6780.0
2024-1011292,07/03/2024,Vente,390000.0,83200,Toulon,Appartement,80.0,3,305.0,5.896054,43.140404,4875.0
2024-1011292,07/03/2024,Vente,390000.0,83200,Toulon,Appartement,50.0,2,305.0,5.896054,43.140404,7800.0
2024-1010666,07/03/2024,Vente,400000.0,83200,Toulon,Appartement,42.0,2,370.0,5.899228,43.128508,9523.81
2024-1010666,07/03/2024,Vente,400000.0,83200,Toulon,Appartement,30.0,1,370.0,5.899228,43.128508,13333.33
2024-1010666,07/03/2024,Vente,400000.0,83200,Toulon,Appartement,78.0,3,370.0,5.899228,43.128508,5128.21
2024-1010666,07/03/2024,Vente,400000.0,83200,Toulon,Appartement,82.0,3,370.0,5.899228,43.128508,4878.05
2024-1011264,07/03/2024,Vente,415000.0,83000,Toulon,Appartement,120.0,4,,5.954007,43.110891,3458.33
2024-1010766,07/03/2024,Vente,639760.0,83100,Toulon,Maison,101.0,5,349.0,5.956252,43.128503,6334.26
2025-416787,07/03/2025,Vente,80000.0,83000,Toulon,Appartement,30.0,2,,5.934982,43.120937,2666.67
2025-416061,07/03/2025,Vente,82000.0,83100,Toulon,Appartement,28.0,2,,5.962756,43.127268,2928.57
2025-416595,07/03/2025,Vente,128000.0,83200,Toulon,Appartement,45.0,2,,5.91814,43.130987,2844.44
2025-416313,07/03/2025,Vente,155000.0,83000,Toulon,Appartement,81.0,4,,5.944385,43.121725,1913.58
2025-416375,07/03/2025,Vente,174200.0,83000,Toulon,Appartement,75.0,4,,5.924734,43.127405,2322.67
2025-416876,07/03/2025,Vente,205000.0,83100,Toulon,Appartement,80.0,4,,5.980816,43.129856,2562.5
2025-415979,07/03/2025,Vente,230000.0,83000,Toulon,Appartement,87.0,4,,5.957411,43.116655,2643.68
2025-416309,07/03/2025,Vente,286023.0,83000,Toulon,Appartement,67.0,4,,5.948049,43.129338,4269.0
2025-416303,07/03/2025,Vente,305800.0,83000,Toulon,Appartement,80.0,3,,5.939496,43.107998,3822.5
2025-416915,07/03/2025,Vente,420000.0,83000,Toulon,Maison,66.0,4,1025.0,5.9353,43.131346,6363.64
2025-416633,07/03/2025,Vente,459200.0,83000,Toulon,Appartement,120.0,4,,5.958987,43.114445,3826.67
2025-416304,07/03/2025,Vente,1000060.0,83100,Toulon,Maison,170.0,5,993.0,5.95292,43.126797,5882.71
2025-417738,07/04/2025,Vente,58000.0,83000,Toulon,Appartement,21.0,1,,5.933316,43.120539,2761.9
2025-416979,07/04/2025,Vente,61000.0,83200,Toulon,Appartement,29.0,1,,5.9153,43.128118,2103.45
2025-417441,07/04/2025,Vente,70000.0,83200,Toulon,Appartement,32.0,2,,5.916393,43.128572,2187.5
2025-417161,07/04/2025,Vente,95000.0,83000,Toulon,Appartement,34.0,2,,5.933835,43.125896,2794.12
2025-417248,07/04/2025,Vente,128000.0,83200,Toulon,Appartement,60.0,3,,5.913009,43.136967,2133.33
2025-417199,07/04/2025,Vente,133000.0,83100,Toulon,Appartement,38.0,2,,5.958069,43.12682,3500.0
2025-417677,07/04/2025,Vente,153200.0,83000,Toulon,Appartement,64.0,3,,5.932782,43.121595,2393.75
2025-417341,07/04/2025,Vente,162000.0,83200,Toulon,Appartement,84.0,4,,5.899725,43.140636,1928.57
2025-417380,07/04/2025,Vente,190000.0,83200,Toulon,Appartement,39.0,2,,5.899729,43.146068,4871.79
2025-417935,07/04/2025,Vente,190000.0,83000,Toulon,Appartement,72.0,3,,5.924273,43.126324,2638.89
2025-417743,07/04/2025,Vente,260000.0,83100,Toulon,Appartement,93.0,4,,5.954927,43.12312,2795.7
2025-417513,07/04/2025,Vente,293000.0,83000,Toulon,Appartement,92.0,4,,5.941679,43.117122,3184.78
2025-417192,07/04/2025,Vente,295000.0,83000,Toulon,Maison,70.0,4,183.0,5.941158,43.133235,4214.29
2025-417273,07/04/2025,Vente,335000.0,83000,Toulon,Appartement,158.0,5,,5.928845,43.127413,2120.25
2025-416977,07/04/2025,Vente,365000.0,83200,Toulon,Maison,90.0,3,,5.931196,43.162005,4055.56
2025-417379,07/04/2025,Vente,400000.0,83200,Toulon,Appartement,29.0,1,,5.917452,43.12918,13793.1
2025-417379,07/04/2025,Vente,400000.0,83200,Toulon,Appartement,51.0,2,,5.917452,43.12918,7843.14
2025-417379,07/04/2025,Vente,400000.0,83200,Toulon,Appartement,25.0,1,,5.917452,43.12918,16000.0
2025-417379,07/04/2025,Vente,400000.0,83200,Toulon,Appartement,29.0,1,,5.917452,43.12918,13793.1
2025-417379,07/04/2025,Vente,400000.0,83200,Toulon,Appartement,25.0,1,,5.917452,43.12918,16000.0
2025-417379,07/04/2025,Vente,400000.0,83200,Toulon,Appartement,51.0,2,,5.917452,43.12918,7843.14
2025-417379,07/04/2025,Vente,400000.0,83200,Toulon,Appartement,33.0,1,,5.917452,43.12918,12121.21
2025-417271,07/04/2025,Vente,475000.0,83200,Toulon,Maison,44.0,3,235.0,5.924385,43.137257,10795.45
2025-417271,07/04/2025,Vente,475000.0,83200,Toulon,Maison,42.0,2,425.0,5.924269,43.137197,11309.52
2024-1013461,07/05/2024,Vente,57000.0,83200,Toulon,Appartement,33.0,2,,5.907866,43.137431,1727.27
2024-1013114,07/05/2024,Vente,78000.0,83000,Toulon,Appartement,48.0,2,,5.936117,43.121548,1625.0
2024-1013598,07/05/2024,Vente,121500.0,83000,Toulon,Appartement,33.0,2,,5.92534,43.134794,3681.82
2024-1013086,07/05/2024,Vente,124000.0,83200,Toulon,Appartement,46.0,3,,5.907561,43.130744,2695.65
2024-1013144,07/05/2024,Vente,142000.0,83200,Toulon,Appartement,58.0,3,,5.90874,43.135258,2448.28
2024-1013876,07/05/2024,Vente,148700.0,83000,Toulon,Appartement,53.0,2,,5.936103,43.111783,2805.66
2024-1012805,07/05/2024,Vente,153000.0,83200,Toulon,Appartement,70.0,4,,5.908899,43.136037,2185.71
2024-1013107,07/05/2024,Vente,178000.0,83000,Toulon,Appartement,40.0,2,,5.950526,43.111255,4450.0
2024-1013726,07/05/2024,Vente,198100.0,83000,Toulon,Appartement,68.0,3,,5.93502,43.124887,2913.24
2024-1013673,07/05/2024,Vente,205000.0,83000,Toulon,Appartement,58.0,3,,5.931869,43.113393,3534.48
2024-1012839,07/05/2024,Vente,235000.0,83000,Toulon,Appartement,61.0,4,,5.934185,43.109355,3852.46
2024-1013130,07/05/2024,Vente,290000.0,83200,Toulon,Appartement,75.0,3,,5.945068,43.134724,3866.67
2024-1013687,07/05/2024,Vente,325000.0,83200,Toulon,Maison,53.0,3,352.0,5.901989,43.135373,6132.08
2024-1013393,07/05/2024,Vente,510000.0,83100,Toulon,Appartement,56.0,3,428.0,5.967307,43.131301,9107.14
2024-1013393,07/05/2024,Vente,510000.0,83100,Toulon,Appartement,57.0,3,428.0,5.967307,43.131301,8947.37
2025-418941,07/05/2025,Vente,85000.0,83100,Toulon,Appartement,38.0,2,,5.95517,43.123873,2236.84
2025-419035,07/05/2025,Vente,160000.0,83000,Toulon,Appartement,34.0,2,,5.931646,43.124354,4705.88
2025-418881,07/05/2025,Vente,249700.0,83100,Toulon,Appartement,49.0,2,,5.959674,43.130949,5095.92
2025-418482,07/05/2025,Vente,706095.0,83000,Toulon,Appartement,125.0,4,,5.92944,43.126371,5648.76
2024-1014341,07/06/2024,Vente,40000.0,83200,Toulon,Appartement,88.0,4,,5.896866,43.127138,454.55
2024-1014298,07/06/2024,Vente,56380.0,83200,Toulon,Appartement,25.0,2,,5.899265,43.129067,2255.2
2024-1014234,07/06/2024,Vente,60800.0,83000,Toulon,Appartement,40.0,2,,5.934771,43.120613,1520.0
2024-1014246,07/06/2024,Vente,95000.0,83000,Toulon,Appartement,42.0,2,,5.928582,43.131202,2261.9
2024-1014666,07/06/2024,Vente,120000.0,83000,Toulon,Appartement,47.0,2,,5.934725,43.120312,2553.19
2024-1014290,07/06/2024,Vente,135000.0,83100,Toulon,Appartement,63.0,4,,5.96451,43.128937,2142.86
2024-1013944,07/06/2024,Vente,232250.0,83000,Toulon,Appartement,91.0,5,,5.940036,43.114364,2552.2
2024-1014354,07/06/2024,Vente,257000.0,83200,Toulon,Appartement,56.0,3,,5.91625,43.141928,4589.29
2024-1014354,07/06/2024,Vente,257000.0,83200,Toulon,Appartement,56.0,3,,5.91625,43.141928,4589.29
2024-1014178,07/06/2024,Vente,264830.0,83100,Toulon,Appartement,75.0,4,,5.963667,43.133989,3531.07
2024-1014104,07/06/2024,Vente,341350.0,83100,Toulon,Maison,110.0,4,337.0,5.975741,43.121457,3103.18
2024-1014817,07/06/2024,Vente,461000.0,83200,Toulon,Appartement,116.0,5,,5.897041,43.138501,3974.14
2024-1014693,07/06/2024,Vente,800000.0,83200,Toulon,Appartement,65.0,3,339.0,5.91363,43.128738,12307.69
2024-1014693,07/06/2024,Vente,800000.0,83200,Toulon,Appartement,59.0,2,339.0,5.91363,43.128738,13559.32
2024-1014693,07/06/2024,Vente,800000.0,83200,Toulon,Appartement,65.0,3,339.0,5.91363,43.128738,12307.69
2024-1014693,07/06/2024,Vente,800000.0,83200,Toulon,Appartement,59.0,2,339.0,5.91363,43.128738,13559.32
2024-1014693,07/06/2024,Vente,800000.0,83200,Toulon,Appartement,69.0,3,339.0,5.91363,43.128738,11594.2
2024-1014693,07/06/2024,Vente,800000.0,83200,Toulon,Appartement,65.0,3,339.0,5.91363,43.128738,12307.69
2024-1014693,07/06/2024,Vente,800000.0,83200,Toulon,Appartement,69.0,3,339.0,5.91363,43.128738,11594.2
2024-1014693,07/06/2024,Vente,800000.0,83200,Toulon,Appartement,59.0,2,339.0,5.91363,43.128738,13559.32
2024-1014693,07/06/2024,Vente,800000.0,83200,Toulon,Appartement,69.0,3,339.0,5.91363,43.128738,11594.2
2024-1014823,07/06/2024,Vente,1050000.0,83200,Toulon,Maison,135.0,5,640.0,5.935817,43.137155,7777.78
2024-1014823,07/06/2024,Vente,1050000.0,83200,Toulon,Maison,135.0,5,900.0,5.935817,43.137155,7777.78
2024-1014342,07/06/2024,Vente,1450000.0,83200,Toulon,Appartement,160.0,6,12093.0,5.898711,43.140986,9062.5
2024-1014342,07/06/2024,Vente,1450000.0,83200,Toulon,Appartement,60.0,3,12093.0,5.898711,43.140986,24166.67
2024-1016645,07/08/2024,Vente,25000.0,83200,Toulon,Appartement,77.0,4,,5.896866,43.127138,324.68
2024-1016829,07/08/2024,Vente,127000.0,83000,Toulon,Appartement,68.0,4,,5.943986,43.122953,1867.65
2024-1017073,07/08/2024,Vente,220000.0,83200,Toulon,Appartement,24.0,1,122.0,5.909689,43.131541,9166.67
2024-1017073,07/08/2024,Vente,220000.0,83200,Toulon,Appartement,48.0,2,122.0,5.909689,43.131541,4583.33
2024-1017073,07/08/2024,Vente,220000.0,83200,Toulon,Appartement,24.0,1,122.0,5.909689,43.131541,9166.67
2024-1019394,07/10/2024,Vente,7500.0,83000,Toulon,Appartement,90.0,4,,5.924734,43.127405,83.33
2024-1018855,07/10/2024,Vente,125000.0,83200,Toulon,Appartement,59.0,4,,5.910896,43.13085,2118.64
2024-1019126,07/10/2024,Vente,130000.0,83200,Toulon,Appartement,62.0,4,,5.898175,43.142156,2096.77
2024-1019512,07/10/2024,Vente,130000.0,83100,Toulon,Appartement,78.0,5,,5.978928,43.131642,1666.67
2024-1019552,07/10/2024,Vente,135000.0,83200,Toulon,Appartement,66.0,4,,5.890157,43.138126,2045.45
2024-1019165,07/10/2024,Vente,204000.0,83200,Toulon,Appartement,74.0,4,,5.892712,43.133408,2756.76
2024-1019347,07/10/2024,Vente,211450.0,83200,Toulon,Appartement,65.0,2,,5.908116,43.154079,3253.08
2024-1018601,07/10/2024,Vente,255000.0,83000,Toulon,Appartement,100.0,4,,5.938914,43.114292,2550.0
2024-1019455,07/10/2024,Vente,340000.0,83200,Toulon,Maison,78.0,3,292.0,5.905871,43.153228,4358.97
2024-1019133,07/10/2024,Vente,350000.0,83000,Toulon,Appartement,27.0,1,77.0,5.935632,43.121331,12962.96
2024-1019133,07/10/2024,Vente,350000.0,83000,Toulon,Appartement,26.0,1,77.0,5.935632,43.121331,13461.54
2024-1019133,07/10/2024,Vente,350000.0,83000,Toulon,Appartement,27.0,1,77.0,5.935632,43.121331,12962.96
2024-1019133,07/10/2024,Vente,350000.0,83000,Toulon,Appartement,26.0,1,77.0,5.935632,43.121331,13461.54
2024-1019133,07/10/2024,Vente,350000.0,83000,Toulon,Appartement,15.0,1,77.0,5.935632,43.121331,23333.33
2024-1019133,07/10/2024,Vente,350000.0,83000,Toulon,Appartement,26.0,1,77.0,5.935632,43.121331,13461.54
2024-1019133,07/10/2024,Vente,350000.0,83000,Toulon,Appartement,27.0,1,77.0,5.935632,43.121331,12962.96
2024-1019133,07/10/2024,Vente,350000.0,83000,Toulon,Appartement,28.0,1,77.0,5.935632,43.121331,12500.0
2024-1019133,07/10/2024,Vente,350000.0,83000,Toulon,Appartement,27.0,1,77.0,5.935632,43.121331,12962.96
2024-1019133,07/10/2024,Vente,350000.0,83000,Toulon,Appartement,26.0,1,77.0,5.935632,43.121331,13461.54
2024-1019133,07/10/2024,Vente,350000.0,83000,Toulon,Appartement,26.0,1,77.0,5.935632,43.121331,13461.54
2024-1019133,07/10/2024,Vente,350000.0,83000,Toulon,Appartement,27.0,1,77.0,5.935632,43.121331,12962.96
2024-1018740,07/10/2024,Vente,415943.0,83000,Toulon,Appartement,65.0,3,,5.930766,43.113754,6399.12
2024-1018691,07/10/2024,Vente,692000.0,83000,Toulon,Maison,110.0,4,900.0,5.962836,43.116346,6290.91
2024-1009008,08/01/2024,Vente,87400.0,83000,Toulon,Appartement,37.0,2,,5.930279,43.1275,2362.16
2024-1009003,08/01/2024,Vente,117000.0,83100,Toulon,Appartement,54.0,3,,5.963362,43.126905,2166.67
2024-1009012,08/01/2024,Vente,122000.0,83200,Toulon,Appartement,80.0,4,,5.910574,43.130624,1525.0
2024-1009116,08/01/2024,Vente,137850.0,83000,Toulon,Appartement,40.0,2,,5.951661,43.131661,3446.25
2024-1009067,08/01/2024,Vente,162000.0,83200,Toulon,Appartement,29.0,2,,5.913095,43.141522,5586.21
2024-1009419,08/01/2024,Vente,195000.0,83200,Toulon,Appartement,60.0,4,,5.898175,43.142156,3250.0
2024-1009042,08/01/2024,Vente,222000.0,83000,Toulon,Appartement,68.0,3,,5.93204,43.12152,3264.71
2024-1009415,08/01/2024,Vente,239500.0,83000,Toulon,Appartement,62.0,2,,5.940248,43.119164,3862.9
2024-1008984,08/01/2024,Vente,258000.0,83200,Toulon,Maison,66.0,3,1000.0,5.935942,43.16231,3909.09
2024-1009268,08/01/2024,Vente,260000.0,83000,Toulon,Appartement,71.0,3,,5.933625,43.12601,3661.97
2024-1009022,08/01/2024,Vente,278000.0,83000,Toulon,Maison,65.0,3,210.0,5.950416,43.127816,4276.92
2024-1008988,08/01/2024,Vente,317570.0,83000,Toulon,Maison,48.0,3,88.0,5.941801,43.109213,6616.04
2024-1008979,08/01/2024,Vente,397000.0,83000,Toulon,Appartement,78.0,4,,5.938133,43.107377,5089.74
