id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude
2025-416681;25/03/2025;1;Vente;704000;108;;CHE DE LA CHARTREUSE;1490;83000;83137;Toulon;83;;;83137000BP0586;;;308;;347;;;;;;;;2;2;Appartement;121;5;;;;;;5.957979;43.117845
2025-416694;20/03/2025;1;Vente;560000;9229;;CD 46;2167;83200;83137;Toulon;83;;;83137000ET0358;;;1;113.27;;;;;;;;;1;1;Maison;89;4;;;;;;5.950524;43.161476
2025-416695;25/03/2025;1;Vente;609500;24;B;RUE MICHEL MUSCATELLI;5150;83000;83137;Toulon;83;;;83137000AR0212;;;;;;;;;;;;;0;1;Maison;110;6;S;sols;;;426;5.94899;43.128259
2025-416702;18/03/2025;1;Vente;126000;42;;RUE PAUL LENDRIN;5620;83000;83137;Toulon;83;;;83137000CL0040;;;9;41;;;;;;;;;1;2;Appartement;37;2;;;;;;5.934892;43.122985
2025-416704;24/03/2025;1;Vente;132500;1628;;AV JOSEPH GASQUET;4030;83100;83137;Toulon;83;;;83137000BD0458;;;69;66.75;;;;;;;;;1;2;Appartement;67;4;;;;;;5.9727;43.121465
2025-416705;03/03/2025;1;Vente;221000;4;;RUE LARMODIEU;4317;83000;83137;Toulon;83;;;83137000CN0181;;;10;26.28;;;;;;;;;1;2;Appartement;29;1;;;;;;5.931323;43.123913
2025-416705;03/03/2025;1;Vente;221000;4;;RUE LARMODIEU;4317;83000;83137;Toulon;83;;;83137000CN0181;;;11;27.1;;;;;;;;;1;2;Appartement;29;1;;;;;;5.931323;43.123913
2025-416705;03/03/2025;1;Vente;221000;4;;RUE LARMODIEU;4317;83000;83137;Toulon;83;;;83137000CN0181;;;12;31.15;;;;;;;;;1;2;Appartement;29;1;;;;;;5.931323;43.123913
2025-416708;18/03/2025;1;Vente;120000;57;S;AV COLONEL PICOT;1755;83100;83137;Toulon;83;;;83137000AS0716;;;3;;9;47.02;;;;;;;2;2;Appartement;45;2;;;;;;5.957585;43.125562
2025-416721;28/03/2025;1;Vente;29000;1443;;AV JOSEPH LOUIS ORTOLAN;4035;83100;83137;Toulon;83;;;83137000AH0342;;;530;;;;;;;;;;1;2;Appartement;76;4;;;;;;5.963667;43.133989
2025-416724;24/03/2025;1;Vente;112100;4;;RUE COURBET;1965;83000;83137;Toulon;83;;;83137000CP0041;;;12;33.3;4;;;;;;;;2;2;Appartement;34;2;;;;;;5.926726;43.12457
2025-416725;25/03/2025;1;Vente;90000;280;;AV DOCTEUR FONTAN;2270;83200;83137;Toulon;83;;;83137000CY0048;;;5;31;;;;;;;;;1;2;Appartement;31;1;;;;;;5.918637;43.132421
2025-416730;01/04/2025;1;Vente;191000;559;;AV CHARLES GANTELME;1455;83200;83137;Toulon;83;;;83137000DT0001;;;34;;57;80.22;;;;;;;2;2;Appartement;86;4;;;;;;5.892038;43.14132
2025-416733;27/03/2025;1;Vente;101200;8;;AV PRE FAUCHIER;5945;83200;83137;Toulon;83;;;83137000CZ0612;;;4;41.46;;;;;;;;;1;2;Appartement;42;3;;;;;;5.915045;43.135139
2025-416738;25/03/2025;1;Vente;99500;30;;RUE DE SUEZ;6850;83100;83137;Toulon;83;;;83137000CE0139;;;8;54.12;;;;;;;;;1;2;Appartement;55;3;;;;;;5.95408;43.12222
2025-416749;27/03/2025;1;Vente;105000;24;;RUE JEAN BAPTISTE VIN;3833;83200;83137;Toulon;83;;;83137000CZ0779;;;14;;19;89.28;;;;;;;2;2;Appartement;91;5;;;;;;5.921286;43.134746
2025-416752;20/03/2025;1;Vente;80000;10;;RUE DOCTEUR REYNAUD;2345;83200;83137;Toulon;83;;;83137000CX0364;;;3;;;;;;;;;;1;2;Appartement;49;3;;;;;;5.911369;43.128796
2025-416756;27/03/2025;1;Vente;280000;34;Q;RUE KLEBER;4185;83000;83137;Toulon;83;;;83137000AR0913;;;;;;;;;;;;;0;1;Maison;55;3;S;sols;;;140;5.951414;43.128699
2025-416766;10/03/2025;1;Vente;78500;156;;RUE LULLI;4698;83000;83137;Toulon;83;;;83137000CD0314;;;138;34.02;;;;;;;;;1;2;Appartement;32;1;;;;;;5.943884;43.119125
2025-416767;27/03/2025;1;Vente;144440;37;;IMP JEANNE JUGAN;3970;83200;83137;Toulon;83;;;83137000CY0798;;;29;39.15;;;;;;;;;1;2;Appartement;39;2;;;;;;5.919204;43.128723
2025-416774;20/03/2025;1;Vente;134000;9001;;RUE DE TURENNE;7020;83100;83137;Toulon;83;;;83137000BE0029;;;140;;191;55.33;;;;;;;2;2;Appartement;57;3;;;;;;5.961409;43.125563
2025-416776;21/03/2025;1;Vente;145000;2;;BD EUGENE PELLETAN;2725;83000;83137;Toulon;83;;;83137000BV0809;;;5;44.15;;;;;;;;;1;2;Appartement;45;2;;;;;;5.935955;43.111804
2025-416781;25/03/2025;1;Vente;115000;20;;AV GENERAL NOGUES;3305;83000;83137;Toulon;83;;;83137000CY0277;;;500;47.65;;;;;;;;;1;2;Appartement;47;2;;;;;;5.920845;43.12831
2025-416786;06/03/2025;1;Vente;150000;36;;RUE AUGUSTIN DAUMAS;525;83000;83137;Toulon;83;;;83137000CM0362;;;;;;;;;;;;;0;2;Appartement;43;2;S;sols;;;63;5.932319;43.121052
2025-416786;06/03/2025;1;Vente;150000;36;;RUE AUGUSTIN DAUMAS;525;83000;83137;Toulon;83;;;83137000CM0362;;;;;;;;;;;;;0;2;Appartement;37;2;S;sols;;;63;5.932319;43.121052
2025-416786;06/03/2025;1;Vente;150000;36;;RUE AUGUSTIN DAUMAS;525;83000;83137;Toulon;83;;;83137000CM0362;;;;;;;;;;;;;0;2;Appartement;42;2;S;sols;;;63;5.932319;43.121052
2025-416786;06/03/2025;1;Vente;150000;36;;RUE AUGUSTIN DAUMAS;525;83000;83137;Toulon;83;;;83137000CM0362;;;;;;;;;;;;;0;2;Appartement;43;2;S;sols;;;63;5.932319;43.121052
2025-416786;06/03/2025;1;Vente;150000;36;;RUE AUGUSTIN DAUMAS;525;83000;83137;Toulon;83;;;83137000CM0362;;;;;;;;;;;;;0;2;Appartement;42;2;S;sols;;;63;5.932319;43.121052
2025-416786;06/03/2025;1;Vente;150000;36;;RUE AUGUSTIN DAUMAS;525;83000;83137;Toulon;83;;;83137000CM0362;;;;;;;;;;;;;0;2;Appartement;42;2;S;sols;;;63;5.932319;43.121052
2025-416787;07/03/2025;1;Vente;80000;6;;RUE ALBERT;85;83000;83137;Toulon;83;;;83137000CM0204;;;2;36.45;9;;;;;;;;2;2;Appartement;30;2;;;;;;5.934982;43.120937
2025-416803;25/03/2025;1;Vente;90000;6;;RUE AUGUSTIN THIERRY;530;83000;83137;Toulon;83;;;83137000BR0809;;;13;;5;;;;;;;;2;2;Appartement;73;4;;;;;;5.94885;43.11963
2025-416810;05/03/2025;1;Vente;165000;4;B;CHE DE LA CHARTREUSE;1490;83000;83137;Toulon;83;;;83137000BP0141;;;25;;45;67.5;;;;;;;2;2;Appartement;68;3;;;;;;5.957411;43.116655
2025-416811;14/03/2025;1;Vente;87500;1586;;AV COLONEL PICOT;1755;83100;83137;Toulon;83;;;83137000AW0001;;;11;;48;;;;;;;;2;2;Appartement;80;4;;;;;;5.974632;43.13154
2025-416822;25/03/2025;1;Vente;159000;224;;RUE EMILE OLLIVIER;2588;83000;83137;Toulon;83;;;83137000CD0327;;;102;77;;;;;;;;;1;2;Appartement;77;4;;;;;;5.945219;43.119131
2025-416823;24/03/2025;1;Vente;160000;52;;BD DU DOCTEUR CUNEO;2247;83000;83137;Toulon;83;;;83137000BW0250;;;21;49.15;;;;;;;;;1;2;Appartement;51;4;;;;;;5.93174;43.107566
2025-416824;18/03/2025;1;Vente;248000;216;;BD PHILIPPE RIPERT;5740;83200;83137;Toulon;83;;;83137000DK0647;;;66;65.19;;;;;;;;;1;2;Appartement;66;3;;;;;;5.904747;43.135551
2025-416829;06/03/2025;1;Vente;68500;18;;RUE PAUL LENDRIN;5620;83000;83137;Toulon;83;;;83137000CL0006;;;3;33.81;;;;;;;;;1;2;Appartement;32;1;;;;;;5.933838;43.123768
2025-416830;27/03/2025;1;Vente;483350;1519;;BD JEAN BAPTISTE ABEL;3815;83000;83137;Toulon;83;;;83137000BI0881;;;12;87.48;;;;;;;;;1;2;Appartement;87;4;;;;;;5.976987;43.114725
2025-416855;24/03/2025;1;Vente;292500;9005;;IMP BERNARD;833;83100;83137;Toulon;83;;;83137000AS0470;;;;;;;;;;;;;0;1;Maison;96;4;S;sols;;;332;5.961197;43.128328
2025-416856;20/03/2025;1;Vente;70000;1;;PL SADI CARNOT;6405;83200;83137;Toulon;83;;;83137000CY0075;;;5;42.9;;;;;;;;;1;2;Appartement;40;2;;;;;;5.920201;43.130848
2025-416859;26/03/2025;1;Vente;189000;116;;CHE DE BONNEGRACE;1695;83200;83137;Toulon;83;;;83137000DM0235;;;2;79;;;;;;;;;1;2;Appartement;43;4;;;;;;5.887078;43.125973
2025-416873;28/03/2025;1;Vente;315000;85;;RUE ROLLAND GARROS;6300;83100;83137;Toulon;83;;;83137000AX0056;;;;;;;;;;;;;0;1;Maison;72;4;S;sols;;;285;5.967483;43.127776
2025-416875;18/03/2025;1;Vente;295000;108;;CHE DE LA CHARTREUSE;1490;83000;83137;Toulon;83;;;83137000BP0586;;;319;;345;90.19;;;;;;;2;2;Appartement;90;4;;;;;;5.957979;43.117845
2025-416876;07/03/2025;1;Vente;205000;1331;;BD DES ARMARIS;415;83100;83137;Toulon;83;;;83137000AW0258;;;255;80.01;;;;;;;;;1;2;Appartement;80;4;;;;;;5.980816;43.129856
2025-416882;27/03/2025;1;Vente;98000;11;;RUE RICHARD ANDRIEU;6240;83000;83137;Toulon;83;;;83137000CN0337;;;4;49.72;;;;;;;;;1;2;Appartement;48;2;;;;;;5.932317;43.122949
2025-416884;26/03/2025;1;Vente;155000;334;;RUE DANIELLE CASANOVA;2067;83200;83137;Toulon;83;;;83137000DL0064;;;3;81.83;;;;;;;;;1;2;Appartement;82;3;;;;;;5.900454;43.132806
2025-416887;19/03/2025;1;Vente;560000;3367;;COR MARIUS ESCARTEFIGUE;4905;83200;83137;Toulon;83;;;83137000AE0091;;;;;;;;;;;;;0;1;Maison;150;5;S;sols;;;1063;5.965987;43.136676
2025-416889;13/03/2025;1;Vente;495000;2680;;AV DE LA RESISTANCE;6180;83000;83137;Toulon;83;;;83137000BL0063;;;332;;346;;;;;;;;2;2;Appartement;101;3;;;;;;5.974206;43.109193
2025-416890;31/03/2025;1;Vente;190000;55;;RUE HENRI VIENNE;3610;83000;83137;Toulon;83;;;83137000CY0253;;;29;;48;75.75;;;;;;;2;2;Appartement;73;4;;;;;;5.923295;43.129016
2025-416901;31/03/2025;1;Vente;170000;8;;RUE PAULIN GUERIN;5645;83000;83137;Toulon;83;;;83137000CO0202;;;2;82.55;;;;;;;;;1;2;Appartement;83;3;;;;;;5.928027;43.12612
2025-416904;27/03/2025;1;Vente;116000;37;;IMP JEANNE JUGAN;3970;83200;83137;Toulon;83;;;83137000CY0798;;;27;39.61;;;;;;;;;1;2;Appartement;40;2;;;;;;5.919204;43.128723
2025-416907;06/03/2025;1;Vente;129000;9003;;LE CHAMBORD;A210;83200;83137;Toulon;83;;;83137000CW0225;;;35;;57;70.01;;;;;;;2;2;Appartement;70;4;;;;;;5.909044;43.129987
2025-416908;20/03/2025;1;Vente;30000;5001;;RUE DEJUSSIEU PONTCARRAL;2121;83200;83137;Toulon;83;;;83137000DM0170;;;132;69.1;;;;;;;;;1;2;Appartement;100;4;;;;;;5.896866;43.127138
2025-416915;07/03/2025;1;Vente;420000;6;;RUE CAMILLE CHAIGNEAU;1155;83000;83137;Toulon;83;;;83137000AO0373;;;;;;;;;;;;;0;1;Maison;66;4;S;sols;;;1025;5.9353;43.131346
2025-416923;14/03/2025;1;Vente;220260;9;;AV DES DARDANELLES;2080;83000;83137;Toulon;83;;;83137000CP0105;;;41;;;;;;;;;;1;2;Appartement;80;4;;;;;;5.920961;43.1274
2025-416925;24/03/2025;1;Vente;100000;9;;RUE LIEUTENANT THIERRY;4540;83100;83137;Toulon;83;;;83137000BE0735;;;125;66.6;46;;;;;;;;2;2;Appartement;70;4;;;;;;5.962168;43.123521
2025-416929;17/03/2025;1;Vente;87500;94;;RUE COURTELINE;1980;83100;83137;Toulon;83;;;83137000AT0434;;;13;;4;;;;;;;;2;2;Appartement;55;3;;;;;;5.967132;43.130434
2025-416935;14/03/2025;1;Vente;190000;325;;CHE DU TEMPLE;6910;83200;83137;Toulon;83;;;83137000DK0776;;;1;51.57;;;;;;;;;1;2;Appartement;51;3;;;;;;5.907294;43.135073
2025-416940;26/02/2025;1;Vente;82540;161;;CHE DE RIGOUMEL;6247;83200;83137;Toulon;83;;;83137000DV0669;;;14;29.1;41;;;;;;;;2;2;Appartement;29;1;;;;;;5.906404;43.143508
2025-416943;14/03/2025;1;Vente;372195;5;;RUE PICOT;5750;83000;83137;Toulon;83;;;83137000CK0226;;;106;;;;;;;;;;1;2;Appartement;130;5;;;;;;5.931542;43.125449
2025-416946;31/03/2025;1;Vente;85000;61;;AV DE CLARET;1590;83000;83137;Toulon;83;;;83137000CY0252;;;129;45.87;;;;;;;;;1;2;Appartement;42;2;;;;;;5.924375;43.129534
2025-416948;28/03/2025;1;Vente;490000;15;;RUE MAIRAUD;4740;83000;83137;Toulon;83;;;83137000CL0061;;;;;;;;;;;;;0;2;Appartement;19;1;S;sols;;;59;5.935269;43.122605
2025-416948;28/03/2025;1;Vente;490000;15;;RUE MAIRAUD;4740;83000;83137;Toulon;83;;;83137000CL0061;;;;;;;;;;;;;0;2;Appartement;25;1;S;sols;;;59;5.935269;43.122605
2025-416948;28/03/2025;1;Vente;490000;15;;RUE MAIRAUD;4740;83000;83137;Toulon;83;;;83137000CL0061;;;;;;;;;;;;;0;2;Appartement;25;1;S;sols;;;59;5.935269;43.122605
2025-416948;28/03/2025;1;Vente;490000;15;;RUE MAIRAUD;4740;83000;83137;Toulon;83;;;83137000CL0061;;;;;;;;;;;;;0;2;Appartement;12;0;S;sols;;;59;5.935269;43.122605
2025-416948;28/03/2025;1;Vente;490000;15;;RUE MAIRAUD;4740;83000;83137;Toulon;83;;;83137000CL0061;;;;;;;;;;;;;0;2;Appartement;13;1;S;sols;;;59;5.935269;43.122605
2025-416948;28/03/2025;1;Vente;490000;1;B;TRA LIRETTE;4555;83000;83137;Toulon;83;;;83137000CL0062;;;;;;;;;;;;;0;2;Appartement;54;2;S;sols;;;79;5.935227;43.122615
2025-416948;28/03/2025;1;Vente;490000;1;B;TRA LIRETTE;4555;83000;83137;Toulon;83;;;83137000CL0062;;;;;;;;;;;;;0;2;Appartement;20;1;S;sols;;;79;5.935227;43.122615
2025-416948;28/03/2025;1;Vente;490000;1;B;TRA LIRETTE;4555;83000;83137;Toulon;83;;;83137000CL0062;;;;;;;;;;;;;0;2;Appartement;21;1;S;sols;;;79;5.935227;43.122615
2025-416948;28/03/2025;1;Vente;490000;1;B;TRA LIRETTE;4555;83000;83137;Toulon;83;;;83137000CL0062;;;;;;;;;;;;;0;2;Appartement;54;2;S;sols;;;79;5.935227;43.122615
2025-416948;28/03/2025;1;Vente;490000;1;B;TRA LIRETTE;4555;83000;83137;Toulon;83;;;83137000CL0062;;;;;;;;;;;;;0;2;Appartement;36;1;S;sols;;;79;5.935227;43.122615
2025-416953;31/03/2025;1;Vente;118000;13;;BD FISQUET;2865;83200;83137;Toulon;83;;;83137000CZ0561;;;2;;;;;;;;;;1;2;Appartement;38;2;;;;;;5.915603;43.133474
2025-416963;31/03/2025;1;Vente;850000;81;;IMP DUTASTA;2460;83000;83137;Toulon;83;;;83137000BW0282;;;14;;21;99.52;;;;;;;2;2;Appartement;102;4;;;;;;5.935108;43.105726
2025-416966;31/03/2025;1;Vente;180000;273;;AV LOUIS BARTHOU;4585;83000;83137;Toulon;83;;;83137000BH0161;;;16;80.36;39;;;;;;;;2;2;Appartement;83;5;;;;;;5.963012;43.119373
2025-416977;07/04/2025;1;Vente;365000;689;;CHE DE LA CARRAIRE;1215;83200;83137;Toulon;83;;;83137000ES0198;;;7;;;;;;;;;;1;1;Maison;90;3;;;;;;5.931196;43.162005
2025-416978;31/03/2025;1;Vente;175000;8;;RUE VALES;7070;83200;83137;Toulon;83;;;83137000CZ0806;;;9;;;;;;;;;;1;2;Appartement;50;1;;;;;;5.918608;43.136158
2025-416978;31/03/2025;1;Vente;175000;8;;RUE VALES;7070;83200;83137;Toulon;83;;;83137000CZ0806;;;6;;;;;;;;;;1;2;Appartement;190;5;;;;;;5.918608;43.136158
2025-416978;31/03/2025;1;Vente;175000;8;;RUE VALES;7070;83200;83137;Toulon;83;;;83137000CZ0806;;;2;;4;;;;;;;;2;2;Appartement;65;3;;;;;;5.918608;43.136158
2025-416979;07/04/2025;1;Vente;61000;30;;PL BENJAMIN RIMBAUD;805;83200;83137;Toulon;83;;;83137000CX0181;;;2;26.01;;;;;;;;;1;2;Appartement;29;1;;;;;;5.9153;43.128118
2025-416992;25/03/2025;1;Vente;64000;31;;RUE FERNAND SARDOU;2839;83200;83137;Toulon;83;;;83137000CX0167;;;2;36.65;;;;;;;;;1;2;Appartement;36;3;;;;;;5.915566;43.127887
2025-416995;31/03/2025;1;Vente;156000;85;;ALL DU 8 MAI 1945;3692;83000;83137;Toulon;83;;;83137000BY0040;;;250;;330;68.21;;;;;;;2;2;Appartement;68;4;;;;;;5.937337;43.114377
2025-417002;01/04/2025;1;Vente;109000;51;;RUE PICOT;5750;83000;83137;Toulon;83;;;83137000CK0181;;;10;50.51;;;;;;;;;1;2;Appartement;44;2;;;;;;5.935893;43.124697
2025-417010;25/03/2025;1;Vente;58000;33;;RUE VICTOR MICHOLET;7180;83000;83137;Toulon;83;;;83137000CN0034;;;17;;;;;;;;;;1;2;Appartement;22;1;;;;;;5.930031;43.12208
2025-417011;25/03/2025;1;Vente;136145;274;;AV AMIRAL COLLET;205;83000;83137;Toulon;83;;;83137000CY0556;;;30;;8;;;;;;;;2;2;Appartement;98;3;;;;;;5.923003;43.128895
2025-417015;27/03/2025;1;Vente;217500;6;;PL RAIMU;6097;83000;83137;Toulon;83;;;83137000CN0538;;;12;;;;;;;;;;1;2;Appartement;70;3;;;;;;5.931256;43.121454
2025-417017;27/03/2025;1;Vente;115000;9001;;LE TRITON;A289;83200;83137;Toulon;83;;;83137000CX0427;;;10;;26;;;;;;;;2;2;Appartement;55;3;;;;;;5.911898;43.13029
2025-417019;28/03/2025;1;Vente;90000;336;;CHE BARTHELEMY FLORENT;618;83200;83137;Toulon;83;;;83137000EW0001;;;209;59;210;;;;;;;;2;2;Appartement;57;3;;;;;;5.917578;43.149332
2025-417025;27/03/2025;1;Vente;165000;55;;BD JULES MICHELET;4100;83000;83137;Toulon;83;;;83137000BR0613;;;40;48.75;;;;;;;;;1;2;Appartement;50;2;;;;;;5.946201;43.116458
2025-417026;26/03/2025;1;Vente;50000;427;;BD DES ARMARIS;415;83100;83137;Toulon;83;;;83137000AY0129;;;626;;674;67.8;;;;;;;2;2;Appartement;68;4;;;;;;5.980245;43.12208
2025-417027;31/03/2025;1;Vente;210000;1443;;AV JOSEPH LOUIS ORTOLAN;4035;83100;83137;Toulon;83;;;83137000AH0342;;;550;74.23;;;;;;;;;1;2;Appartement;76;4;;;;;;5.963667;43.133989
2025-417031;01/04/2025;1;Vente;125000;9;;ALL DU DOCTEUR LAURES;2307;83000;83137;Toulon;83;;;83137000BY0038;;;68;53.11;;;;;;;;;1;2;Appartement;53;3;;;;;;5.937268;43.113633
2025-417035;28/03/2025;1;Vente;227900;147;;RUE HENRI VIENNE;3610;83000;83137;Toulon;83;;;83137000CY0867;;;128;81.01;;;;;;;;;1;2;Appartement;84;4;;;;;;5.921917;43.129012
2025-417038;27/03/2025;1;Vente;123000;21;;BD BAUCHIERE;650;83200;83137;Toulon;83;;;83137000CY0362;;;15;63.06;3;;;;;;;;2;2;Appartement;62;3;;;;;;5.917198;43.128316
2025-417041;13/03/2025;1;Vente;174050;336;;CHE BARTHELEMY FLORENT;618;83200;83137;Toulon;83;;;83137000EW0001;;;245;68.55;246;;;;;;;;2;2;Appartement;69;4;;;;;;5.917578;43.149332
2025-417043;03/04/2025;1;Vente;72000;30;;PL BENJAMIN RIMBAUD;805;83200;83137;Toulon;83;;;83137000CX0181;;;6;37.32;;;;;;;;;1;2;Appartement;54;2;;;;;;5.9153;43.128118
2025-417053;28/03/2025;1;Vente;225000;9001;;RUE VICTOR THOURON;7190;83000;83137;Toulon;83;;;83137000BI0696;;;56;80.77;;;;;;;;;1;2;Appartement;79;4;;;;;;5.97128;43.113495
2025-417055;31/03/2025;1;Vente;132800;106;;BD FLAMENQ;2870;83200;83137;Toulon;83;;;83137000CX0066;;;107;;127;46.21;;;;;;;2;2;Appartement;43;2;;;;;;5.914387;43.132276
2025-417063;28/03/2025;1;Vente;323150;109;;AV JOSEPH GASQUET;4030;83100;83137;Toulon;83;;;83137000BE0006;;;26;22.01;27;25.07;28;25.05;29;22.76;;;4;2;Appartement;53;2;;;;;;5.957205;43.124857
2025-417064;20/03/2025;1;Vente;527000;5;;BD AZAN;560;83200;83137;Toulon;83;;;83137000DH0189;;;;;;;;;;;;;0;1;Maison;126;6;S;sols;;;468;5.914566;43.138041
2025-417068;28/03/2025;1;Vente;536600;82;;CHE DE LA PIVOTTE;5840;83100;83137;Toulon;83;;;83137000AH0250;;;;;;;;;;;;;0;1;Maison;86;3;S;sols;;;331;5.968984;43.133589
2025-417070;27/03/2025;1;Vente;208000;9002;;AV DES DARDANELLES;2080;83000;83137;Toulon;83;;;83137000CP0106;;;53;96.46;54;;;;;;;;2;2;Appartement;97;5;;;;;;5.921288;43.127531
2025-417071;20/03/2025;1;Vente;134000;1;;AV FRANCOIS CUZIN;3000;83000;83137;Toulon;83;;;83137000CI0193;;;42;52.57;5;;;;;;;;2;2;Appartement;50;3;;;;;;5.941266;43.1218
2025-417074;28/03/2025;1;Vente;204000;75;;AV LT COLONEL CHABRIEL;1712;83200;83137;Toulon;83;;;83137000DT0514;;;59;;;;;;;;;;1;2;Appartement;73;4;;;;;;5.893961;43.138961
2025-417079;13/03/2025;1;Vente;305000;85;;RUE GUSTAVE FLAUBERT;3510;83000;83137;Toulon;83;;;83137000AO0531;;;4;;;;;;;;;;1;2;Appartement;60;3;;;;;;5.936495;43.133289
2025-417083;10/03/2025;1;Vente;185000;43;;RUE VINCENT SCOTTO;7262;83000;83137;Toulon;83;;;83137000CD0295;;;186;69.34;75;;;;;;;;2;2;Appartement;69;3;;;;;;5.94267;43.119009
2025-417088;31/03/2025;1;Vente;365000;1047;;AV DE LA RESISTANCE;6180;83000;83137;Toulon;83;;;83137000BP0485;;;1185;75.01;;;;;;;;;1;2;Appartement;73;3;;;;;;5.957581;43.11552
2025-417089;01/04/2025;1;Vente;69850;2;;RUE PAUL LENDRIN;5620;83000;83137;Toulon;83;;;83137000CL0431;;;8;19;;;;;;;;;1;2;Appartement;22;1;;;;;;5.933182;43.123627
2025-417102;25/03/2025;1;Vente;525000;449;;BD DOCTEUR CHARLES BARNIER;2245;83000;83137;Toulon;83;;;83137000AN0241;;;;;;;;;;;;;0;2;Appartement;35;3;S;sols;;;209;5.927955;43.13337
2025-417102;25/03/2025;1;Vente;525000;449;;BD DOCTEUR CHARLES BARNIER;2245;83000;83137;Toulon;83;;;83137000AN0241;;;;;;;;;;;;;0;2;Appartement;55;3;S;sols;;;209;5.927955;43.13337
2025-417102;25/03/2025;1;Vente;525000;449;;BD DOCTEUR CHARLES BARNIER;2245;83000;83137;Toulon;83;;;83137000AN0241;;;;;;;;;;;;;0;2;Appartement;55;3;S;sols;;;209;5.927955;43.13337
2025-417102;25/03/2025;1;Vente;525000;449;;BD DOCTEUR CHARLES BARNIER;2245;83000;83137;Toulon;83;;;83137000AN0241;;;;;;;;;;;;;0;2;Appartement;55;2;S;sols;;;209;5.927955;43.13337
2025-417102;25/03/2025;1;Vente;525000;449;;BD DOCTEUR CHARLES BARNIER;2245;83000;83137;Toulon;83;;;83137000AN0241;;;;;;;;;;;;;0;2;Appartement;55;3;S;sols;;;209;5.927955;43.13337
2025-417102;25/03/2025;1;Vente;525000;449;;BD DOCTEUR CHARLES BARNIER;2245;83000;83137;Toulon;83;;;83137000AN0241;;;;;;;;;;;;;0;2;Appartement;55;3;S;sols;;;209;5.927955;43.13337
2025-417104;27/03/2025;1;Vente;130000;4;;RUE DE POMET;5870;83000;83137;Toulon;83;;;83137000CN0282;;;4;35.17;;;;;;;;;1;2;Appartement;30;1;;;;;;5.932217;43.123705
2025-417107;20/03/2025;1;Vente;325830;9002;;RUE NUNGESSER;5425;83000;83137;Toulon;83;;;83137000BS0322;;;14;;38;77.87;;;;;;;2;2;Appartement;80;4;;;;;;5.949606;43.111292
2025-417109;03/04/2025;1;Vente;266000;627;;BD JEAN BAPTISTE ABEL;3815;83000;83137;Toulon;83;;;83137000BH0485;;;108;84.65;;;;;;;;;1;2;Appartement;85;4;;;;;;5.968886;43.117868
2025-417110;28/03/2025;1;Vente;360000;243;;RUE DANIELLE CASANOVA;2067;83200;83137;Toulon;83;;;83137000DL0098;;;;;;;;;;;;;0;1;Maison;80;3;S;sols;;;340;5.90062;43.133566
2025-417114;27/03/2025;1;Vente;131500;1941;;CHEM VX CHEMIN DE STE MUSSE;6620;83100;83137;Toulon;83;;;83137000AY0268;;;7;;78;;;;;;;;2;2;Appartement;65;3;;;;;;5.977984;43.121873
2025-417117;28/03/2025;1;Vente;135000;15;;RUE MATHIEU;4954;83200;83137;Toulon;83;;;83137000CW0041;;;17;;;;;;;;;;1;2;Appartement;68;4;;;;;;5.903776;43.128794
2025-417121;13/03/2025;1;Vente;620440;1;;RUE JACQUEMET;3750;83000;83137;Toulon;83;;;83137000BK0179;;;;;;;;;;;;;0;1;Maison;130;4;S;sols;;;840;5.978783;43.110396
2025-417122;14/03/2025;1;Vente;89000;42;;RUE JOSEPHINE;4045;83000;83137;Toulon;83;;;83137000BV0249;;;6;25.65;;;;;;;;;1;2;Appartement;23;2;;;;;;5.940087;43.109038
2025-417123;31/03/2025;1;Vente;315320;9100;;CHE DU JONQUET;3985;83200;83137;Toulon;83;;;83137000DW0278;;;;;;;;;;;;;0;1;Maison;76;4;S;sols;;;189;5.910228;43.144385
2025-417125;13/03/2025;1;Vente;199000;92;;IMP DES PINS;5825;83100;83137;Toulon;83;;;83137000AT0564;;;6;57.35;;;;;;;;;1;2;Appartement;57;3;;;;;;5.963318;43.130932
2025-417127;11/03/2025;1;Vente;113000;4;;RUE SAINTE ANDREA;6560;83200;83137;Toulon;83;;;83137000CX0040;;;11;;12;;14;;21;;27;;5;2;Appartement;54;3;;;;;;5.913221;43.132514
2025-417128;11/03/2025;1;Vente;117000;9001;;RUE LIEUTENANT LEANDRI;4525;83100;83137;Toulon;83;;;83137000AS0323;;;108;48.75;31;;;;;;;;2;2;Appartement;51;3;;;;;;5.955042;43.126398
2025-417133;28/03/2025;1;Vente;117000;224;;AV AMIRAL DAVELUY;210;83100;83137;Toulon;83;;;83137000CE0190;;;28;41.05;79;;;;;;;;2;2;Appartement;42;2;;;;;;5.950481;43.122582
