prix,surface,prix_m2,nb_pieces,type,quartier,energie,ville
95000.0,4.0,4318.0,1.0,Appartement,Puget-Théâtre,F,Toulon
850000.0,109.0,7798.0,5.0,Maison,Centre-Ville,F,Toulon
230000.0,75.9,3032.0,4.0,Appartement,Le Jonquet,C,Toulon
466000.0,77.0,6052.0,3.0,Appartement,Centre-Ville,B,Toulon
195000.0,83.0,2349.0,3.0,Appartement,Le Port,D,Toulon
262000.0,109.0,2404.0,5.0,Appartement,Champ De Mars,C,Toulon
398000.0,79.0,5038.0,4.0,Maison,Dardenne Hubac-Les Favières,D,Toulon
885000.0,116.0,7629.0,4.0,Appartement,Cap Brun,A,Toulon
885000.0,116.0,7629.0,4.0,Appartement,Cap Brun,B,Toulon
140000.0,69.0,2029.0,3.0,Appartement,Barbès-Valbourdin,D,Toulon
459000.0,91.3,5030.0,4.0,Maison,Valbertrand,A,Toulon
377000.0,80.0,4713.0,3.0,Maison,Centre-Ville,C,Toulon
630000.0,156.0,4038.0,6.0,Maison,Centre-Ville,E,Toulon
134500.0,65.0,2069.0,3.0,Appartement,Temple,C,Toulon
129000.0,32.1,4019.0,2.0,Appartement,Centre-Ville,E,Toulon
190000.0,39.0,4872.0,2.0,Appartement,Centre-Ville,D,Toulon
189000.0,67.0,2821.0,3.0,Appartement,Centre-Ville,E,Toulon
1870000.0,153.0,12222.0,5.0,Appartement,Centre-Ville,C,Toulon
454500.0,149.0,3050.0,8.0,Maison,Escaillon,E,Toulon
265000.0,70.0,3786.0,3.0,Maison,Les Routes,E,Toulon
115000.0,57.0,2018.0,3.0,Appartement,Centre-Ville,D,Toulon
315000.0,80.0,3938.0,4.0,Appartement,Mourillon-Centre,D,Toulon
138000.0,73.0,1890.0,3.0,Appartement,Centre-Ville,C,Toulon
125000.0,64.0,1953.0,3.0,Appartement,Champ De Mars,D,Toulon
295000.0,73.0,4041.0,4.0,Appartement,Super-Toulon,C,Toulon
169000.0,68.6,2464.0,4.0,Appartement,Centre-Ville,C,Toulon
165000.0,53.0,3114.0,3.0,Appartement,Centre-Ville,D,Toulon
499000.0,115.0,4339.0,6.0,Maison,Centre-Ville,B,Toulon
95700.0,55.0,1740.0,3.0,Appartement,Centre-Ville,D,Toulon
109000.0,67.0,1627.0,4.0,Appartement,Centre-Ville,D,Toulon
210000.0,85.0,2471.0,5.0,Appartement,Centre-Ville,C,Toulon
159000.0,1.0,3878.0,1.0,Appartement,Centre-Ville,C,Toulon
495000.0,89.1,5557.0,4.0,Maison,Centre-Ville,A,Toulon
145000.0,57.3,2529.0,3.0,Appartement,Centre-Ville,C,Toulon
749000.0,143.0,5238.0,6.0,Maison,Notre Dame Des Routes,B,Toulon
160000.0,53.7,2982.0,3.0,Appartement,Aguillon,D,Toulon
224000.0,67.0,3343.0,3.0,Appartement,Centre-Ville,D,Toulon
212000.0,43.0,4930.0,2.0,Appartement,La Roseraie,D,Toulon
530000.0,144.0,3681.0,4.0,Appartement,Puget-Théâtre,C,Toulon
299000.0,50.0,5980.0,2.0,Maison,Pont De Suve-Collet De Gipon,B,Toulon
150000.0,68.0,2206.0,4.0,Appartement,Centre-Ville,D,Toulon
88391.0,3.0,4878.0,1.0,Appartement,Centre-Ville,D,Toulon
135000.0,3.0,4655.0,1.0,Appartement,Cap Brun,E,Toulon
217000.0,79.0,2747.0,5.0,Appartement,Super-Toulon,D,Toulon
250000.0,91.0,2747.0,4.0,Appartement,Centre-Ville,D,Toulon
80000.0,91.0,1300.0,3.0,Maison,Beaulieu-Darboussèdes,C,Toulon
225000.0,65.0,3462.0,3.0,Appartement,Centre-Ville,D,Toulon
92000.0,41.8,2200.0,3.0,Appartement,Centre-Ville,F,Toulon
165000.0,92.7,1780.0,4.0,Appartement,Trois Quartiers-Siblas,E,Toulon
840000.0,328.0,2561.0,15.0,Maison,Centre-Ville,C,Toulon
143000.0,51.0,2804.0,3.0,Appartement,Centre-Ville,E,Toulon
